2015 	 10 	 1	7:11 AM ↑ (94°)	6:54 PM ↑ (266°)	11:43:06	−3:06	5:33 AM	8:32 PM	6:07 AM	7:57 PM	6:42 AM	7:23 PM	1:03 PM (41.8°)	93.065
2015 	 10 	 2	7:12 AM ↑ (94°)	6:52 PM ↑ (266°)	11:39:59	−3:06	5:34 AM	8:30 PM	6:09 AM	7:55 PM	6:43 AM	7:21 PM	1:02 PM (41.4°)	93.039
2015 	 10 	 3	7:13 AM ↑ (95°)	6:50 PM ↑ (265°)	11:36:54	−3:05	5:36 AM	8:28 PM	6:10 AM	7:53 PM	6:44 AM	7:19 PM	1:02 PM (41.0°)	93.013
2015 	 10 	 4	7:15 AM ↑ (95°)	6:48 PM ↑ (264°)	11:33:48	−3:05	5:37 AM	8:26 PM	6:11 AM	7:51 PM	6:45 AM	7:18 PM	1:02 PM (40.6°)	92.987
2015 	 10 	 5	7:16 AM ↑ (96°)	6:46 PM ↑ (264°)	11:30:42	−3:05	5:38 AM	8:24 PM	6:12 AM	7:50 PM	6:46 AM	7:16 PM	1:01 PM (40.2°)	92.961
2015 	 10 	 6	7:17 AM ↑ (96°)	6:45 PM ↑ (263°)	11:27:37	−3:05	5:39 AM	8:22 PM	6:14 AM	7:48 PM	6:48 AM	7:14 PM	1:01 PM (39.8°)	92.935
2015 	 10 	 7	7:18 AM ↑ (97°)	6:43 PM ↑ (263°)	11:24:32	−3:05	5:41 AM	8:20 PM	6:15 AM	7:46 PM	6:49 AM	7:12 PM	1:01 PM (39.5°)	92.909
2015 	 10 	 8	7:20 AM ↑ (97°)	6:41 PM ↑ (262°)	11:21:27	−3:04	5:42 AM	8:18 PM	6:16 AM	7:44 PM	6:50 AM	7:10 PM	1:01 PM (39.1°)	92.883
2015 	 10 	 9	7:21 AM ↑ (98°)	6:39 PM ↑ (262°)	11:18:22	−3:04	5:43 AM	8:17 PM	6:17 AM	7:42 PM	6:51 AM	7:09 PM	1:00 PM (38.7°)	92.856
2015 	 10 	 10	7:22 AM ↑ (99°)	6:37 PM ↑ (261°)	11:15:18	−3:04	5:45 AM	8:15 PM	6:19 AM	7:41 PM	6:53 AM	7:07 PM	1:00 PM (38.3°)	92.830
2015 	 10 	 11	7:23 AM ↑ (99°)	6:36 PM ↑ (261°)	11:12:14	−3:03	5:46 AM	8:13 PM	6:20 AM	7:39 PM	6:54 AM	7:05 PM	1:00 PM (37.9°)	92.804
2015 	 10 	 12	7:25 AM ↑ (100°)	6:34 PM ↑ (260°)	11:09:10	−3:03	5:47 AM	8:11 PM	6:21 AM	7:37 PM	6:55 AM	7:03 PM	1:00 PM (37.6°)	92.777
2015 	 10 	 13	7:26 AM ↑ (100°)	6:32 PM ↑ (260°)	11:06:07	−3:03	5:48 AM	8:09 PM	6:22 AM	7:35 PM	6:56 AM	7:02 PM	12:59 PM (37.2°)	92.751
